FRUITS_VEGGIES,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,DONATION,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,WORK_LIFE_BALANCE_SCORE,DAILY_STRESS,ACHIEVEMENT
4,4,9,10,10,2,3,1.0075845995105297,8,2,6,6,6,1,3,2,3,1,645.6091015194127,5,1
2,0,10,2,3,3,3,3.3197213647526524,2,4,7,8,1,1,4,3,6,2,644.211121770904,0,1
1,0,2,0,7,0,0,0.0,1,0,5,10,5,1,2,0,4,1,557.4712411492351,5,1
1,3,5,3,2,1,2,0.943446711425344,4,0,6,0,2,1,1,0,2,1,598.7024755408426,3,1
1,6,8,2,3,2,6,3.224705139124546,2,0,7,5,1,1,2,0,8,2,618.6979151366464,2,1
1,2,4,1,2,1,2,2.8173120790123285,5,3,6,0,5,1,2,2,3,2,618.6651607168036,4,1
1,1,3,1,1,0,2,1.9464080162018675,2,2,7,0,5,1,2,1,2,1,601.996442181411,1,1
1,2,4,1,2,0,7,1.557873257092543,5,8,7,3,0,2,3,7,4,3,639.9031288970749,1,1
1,3,3,2,5,0,4,1.1510214062144803,3,0,6,0,0,2,5,0,1,3,612.1563229376279,4,1
2,7,5,5,9,0,7,4.251808094021002,5,1,8,0,2,2,5,3,4,2,679.9777121410315,2,1
1,3,3,2,2,1,1,2.7444235948924685,6,0,6,1,1,1,3,2,2,2,619.8277882025537,2,1
3,6,6,0,2,1,3,1.8223237540312098,4,0,7,0,3,1,2,2,4,2,612.9043775283097,1,1
1,0,2,1,3,0,2,1.956224308951116,5,0,6,10,1,1,2,1,8,2,607.495440658729,4,1
1,2,4,1,3,0,1,2.4393779511733413,2,0,7,3,0,1,2,1,9,2,614.4256973768926,2,1
4,5,2,2,5,1,9,1.0,6,1,7,0,1,2,9,2,10,3,679.9374306100623,2,1
2,0,2,2,2,0,3,0.04495976203022496,1,0,4,0,5,1,1,0,2,2,578.9325166335259,5,1
1,4,7,10,10,1,8,2.023837683654734,5,3,6,0,2,2,3,6,8,2,687.1058321698097,3,1
2,7,2,2,3,2,7,2.0,8,0,5,1,1,1,5,1,1,2,629.1284162385186,5,1
1,2,0,3,8,4,9,0.10794371464646435,8,0,7,5,3,2,9,0,4,3,647.2250476555556,4,1
1,6,4,7,6,0,1,0.6852980161158734,1,5,5,1,3,1,4,0,10,2,621.8555051145441,5,1
1,0,4,5,9,0,3,0.9036114559321063,3,0,4,7,4,1,3,0,1,2,570.0262325712545,4,1
2,1,5,2,5,0,8,2.0,1,9,6,5,1,2,6,2,10,3,659.5884151748064,2,1
5,8,2,2,2,0,2,0.4883941300649396,2,1,6,0,1,2,7,1,2,2,630.1068687626818,2,1
0,9,5,1,4,0,1,0.8556073169339401,3,1,6,1,0,2,1,1,10,1,657.4612693947817,0,1
0,0,1,2,3,0,4,1.3423836360335466,2,4,6,0,8,1,0,0,8,2,582.2820521812571,4,1
2,2,3,2,7,2,1,1.5865835507047386,2,3,5,3,4,1,7,2,4,1,609.0078005216914,3,1
0,0,0,0,1,0,0,1.5974630638637917,2,0,3,0,1,2,2,0,1,1,569.1584778383183,1,1
1,4,2,0,2,2,7,1.980947712650266,6,2,7,0,0,1,2,1,9,2,637.3673172879804,5,1
4,5,2,0,3,0,1,2.0,10,0,7,0,6,1,2,0,0,1,612.0946328085494,1,1
1,1,2,1,3,1,3,2.5852118406769877,3,7,7,2,1,1,1,1,6,1,635.0692424985401,1,1
2,9,5,0,4,0,6,4.151569371587674,5,1,7,1,0,2,6,3,6,1,672.3012606583814,0,1
3,2,2,2,10,2,5,1.1875138412911133,3,1,7,2,3,2,9,2,6,3,640.0593867650974,3,1
1,3,5,1,3,0,1,1.0130789177415893,4,0,7,1,2,1,3,0,4,2,612.9064864251388,1,1
2,10,0,1,4,1,5,2.122861558488596,9,1,6,1,1,2,3,2,5,2,647.6174184154762,4,1
2,4,3,5,3,2,8,8.56135511192114,2,0,5,0,0,1,3,2,6,3,671.679361294927,0,1
2,2,5,3,4,1,7,1.3624351791138467,7,1,7,10,3,2,2,1,4,2,625.5449740716455,5,1
1,2,2,3,1,0,2,0.6783189572211366,3,0,5,0,1,1,3,1,2,2,586.5358657541979,2,1
1,10,2,2,5,0,6,2.6368082328548548,4,2,8,1,1,2,4,1,9,1,672.0470088674628,1,1
1,3,3,5,10,1,3,2.661152291122611,5,1,6,10,2,1,2,3,2,1,618.5888444338432,4,1
1,1,1,3,8,2,3,0.11854922032497861,4,0,6,7,2,2,3,0,3,2,589.00516062374,5,1
1,1,2,2,0,0,0,0.32259420276257744,2,0,6,3,0,1,4,0,1,2,594.8884921229799,0,1
2,1,2,2,8,2,1,1.0,1,0,6,0,1,1,10,1,6,2,607.1740883892961,3,1
2,1,4,0,5,0,1,0.145457786771065,4,0,9,8,0,1,1,0,1,1,578.3012281388224,0,1
4,7,4,3,2,1,6,2.080549732428995,8,5,8,0,2,2,2,4,7,1,690.5287287774585,0,1
2,3,2,1,4,1,3,1.3323285463385153,6,2,6,10,1,1,3,0,3,2,608.191810037827,4,1
1,3,0,4,4,1,2,2.0,1,2,7,0,0,1,3,0,7,1,628.2210554771364,0,1
0,0,0,0,0,0,0,0.0,4,0,8,1,8,1,0,0,0,2,525.0294171308637,4,1
2,10,1,1,4,1,8,1.3471684995361033,9,1,7,0,1,1,2,3,10,3,672.2113260018556,1,1
2,6,6,7,3,2,7,3.9564903160338507,8,3,6,1,1,1,5,3,10,3,699.8149362528421,1,1
3,4,2,5,2,2,7,1.125779713327999,2,1,6,0,0,1,9,0,7,4,636.050103961777,4,1
1,4,6,3,6,1,7,4.0,8,0,5,7,0,2,10,2,7,3,656.8080435010146,0,1
2,6,3,3,5,1,3,3.475840829273838,2,1,6,0,6,1,4,1,2,2,610.6,3,1
3,2,4,3,3,1,0,1.0,10,0,5,2,7,2,3,1,4,3,622.3693546764018,4,1
3,9,5,1,10,5,2,1.320072039435635,6,1,6,0,2,1,4,0,4,2,659.3441224670405,2,1
1,2,1,2,3,1,7,1.0,1,0,7,0,1,1,1,1,4,3,598.8179071082407,3,1
1,5,3,7,7,3,1,2.259219982530239,4,0,5,9,4,1,5,0,10,2,636.0268611271123,5,1
2,2,6,3,8,1,5,1.5009090310622235,4,6,6,10,9,2,4,0,1,2,608.777499835421,5,1
4,4,3,10,5,4,9,8.987640542284915,6,0,6,0,0,2,10,9,10,3,745.6877987791163,0,1
2,1,3,2,4,0,4,1.410556216467691,5,0,6,0,0,2,5,0,2,4,612.2483881618856,4,1
3,4,5,4,1,2,9,2.9296351333035986,10,1,7,6,0,2,6,2,7,2,674.8748324265715,2,1
3,1,2,9,3,1,6,4.226331002963148,9,1,5,10,7,1,5,1,4,3,617.5952064150101,5,1
4,3,3,3,10,0,6,1.3679721390519446,8,0,7,1,5,1,3,2,1,2,622.4822801979234,5,1
2,1,4,7,5,0,1,1.0,2,2,7,3,5,1,6,2,10,3,620.053895405628,3,1
3,5,3,7,2,3,4,1.0,2,2,7,3,1,2,5,2,2,2,646.3,1,1
1,2,1,1,3,1,8,1.0,2,0,7,0,1,2,5,1,2,2,623.621936175429,2,1
0,1,1,7,1,0,1,1.7942854465141587,1,1,6,8,0,1,2,0,0,2,577.140572392549,0,1
2,5,0,0,1,0,4,0.5645519563595369,3,0,8,0,0,1,4,1,9,2,609.5814610026306,1,1
2,4,6,1,3,1,3,2.0,2,2,6,10,0,2,2,2,5,2,629.7275447744614,1,1
1,1,6,5,7,3,8,2.275645798318471,7,9,6,0,0,2,6,4,6,3,701.568952196924,0,1
3,2,5,4,8,2,7,2.7898778165484086,8,0,7,0,1,2,1,2,6,3,679.0257644617931,2,1
1,5,2,8,9,4,6,2.0037597670498215,3,0,7,3,5,1,2,4,2,2,638.4480605010571,4,1
4,10,6,5,5,3,6,2.1964613398651736,6,1,8,0,1,2,5,4,4,2,706.9832024017222,0,1
4,2,5,2,3,1,8,0.01307944831875113,7,4,5,9,5,2,3,1,3,3,624.9751490481943,5,1
2,9,4,3,5,3,2,0.34295629042278447,1,1,5,0,1,1,3,0,3,3,626.499892582357,4,1
1,2,4,3,3,1,5,0.920071706594071,1,9,7,6,4,2,0,1,2,3,616.5742990124913,3,1
2,2,4,2,4,0,2,0.0,4,0,7,9,1,1,2,0,4,3,589.7316752948975,3,1
2,4,6,1,3,1,3,2.0,2,2,6,10,0,2,2,2,5,2,629.9811639654957,1,1
1,10,3,0,4,1,3,0.0,7,1,7,0,2,2,2,2,10,2,645.4113937059154,2,1
3,1,6,10,10,4,3,2.7736259318222896,6,0,6,9,4,2,2,0,1,3,638.4786363802314,3,1
3,4,3,3,6,0,7,0.7234047656122863,4,2,7,1,1,2,2,1,7,1,651.5851071484184,2,1
0,1,5,2,5,5,9,3.948802151374866,10,8,4,4,0,2,3,3,10,2,696.5500820975906,0,1
0,1,0,3,4,0,2,0.050320075628327444,3,0,6,5,0,2,2,1,2,1,591.4096676964609,4,1
1,5,5,3,9,1,0,2.0,6,0,8,0,4,2,2,2,0,1,643.8407871625868,1,1
1,1,1,1,0,0,0,2.901640702042724,2,0,8,0,2,1,2,1,9,2,595.7491796489787,1,1
3,0,3,2,2,1,3,3.486597662243753,1,2,7,1,0,1,3,2,2,3,611.3754644417369,3,1
4,0,3,7,4,1,7,1.7981068969888017,10,1,6,1,1,2,5,2,7,2,674.0009465515055,2,1
3,6,5,3,3,1,9,1.0,8,0,6,0,5,2,4,0,1,2,641.4172106627318,3,1
3,9,7,3,8,4,4,2.022932811268042,8,3,6,0,3,2,9,1,9,3,708.7621587342757,0,1
2,1,3,4,2,1,1,3.355783991541629,2,2,9,0,4,2,3,1,0,2,608.2759895839291,2,1
1,2,1,0,2,0,3,1.3864810849562095,1,0,5,3,9,1,2,1,1,2,559.4665242355077,5,1
1,1,4,10,9,4,2,0.960951148045245,4,4,5,9,2,1,7,1,4,4,619.3241891945228,3,1
2,3,4,3,9,2,5,1.0,4,0,7,6,2,1,8,2,4,3,642.9040403428264,2,1
2,1,1,1,2,1,9,2.491850417627349,9,0,6,0,0,2,0,1,8,3,646.762224373559,1,1
2,3,5,1,2,1,3,2.9819691904461454,5,0,7,0,1,1,4,1,3,2,624.9829612469957,2,1
5,9,6,3,4,5,6,1.5552608300772155,10,2,7,0,2,2,9,2,9,3,713.4686644917658,3,1
3,4,4,1,4,1,5,2.0,4,0,7,0,1,2,7,1,10,2,658.339833446938,4,1
3,5,5,10,10,5,6,1.0,10,10,5,2,1,2,10,5,8,4,726.0215618102038,0,1
0,0,2,1,2,0,3,0.7619703125648167,2,3,7,1,6,1,0,0,10,2,582.4032161261163,4,1
0,4,3,4,7,0,7,1.0704392573346544,2,4,8,0,1,1,3,1,9,1,660.250269452948,1,1
3,7,2,1,3,0,4,1.136527480420734,2,1,7,0,0,1,3,0,9,2,636.778280026625,1,1
2,2,3,1,4,0,7,2.3972622076373957,9,2,7,6,0,2,9,2,4,2,656.7899359420344,1,1
4,1,6,8,7,1,5,1.032012725467416,7,3,7,10,1,2,8,1,5,2,652.4608241783881,5,1
2,2,3,4,10,1,2,5.296834966292169,2,0,8,10,1,1,5,0,1,1,598.5305388089887,5,1
3,1,4,4,5,3,6,6.250688678732372,7,1,7,0,1,1,3,5,6,2,658.8467041525028,3,1
4,4,2,3,2,2,7,2.318607690490588,4,5,8,0,0,1,1,3,10,3,667.4681392309509,0,1
2,5,1,0,2,1,4,1.507883647209168,4,0,7,0,1,2,6,0,7,4,634.1426524616298,1,1
1,5,1,1,2,0,2,3.5988870209837733,2,4,7,0,2,1,0,8,9,1,620.3181079356724,4,1
1,3,4,5,8,3,7,5.412163399003647,4,2,4,10,1,2,6,3,2,4,655.8524760344958,0,1
1,0,3,5,3,0,3,1.7248934710595405,5,1,6,0,5,1,3,1,3,3,581.0510955330363,4,1
2,9,9,4,10,2,10,5.450735612245306,5,10,6,0,1,2,7,9,10,3,730.2609005841834,0,1
2,5,3,7,10,5,4,3.914010490323773,6,2,6,4,1,1,2,1,3,2,667.4977758722553,2,1
2,0,1,1,3,0,5,0.6859112710498637,4,1,7,10,6,1,3,1,3,2,580.642464444766,2,1
3,6,6,7,3,2,6,3.0290221975579534,8,2,7,0,0,1,6,3,10,3,699.7466643159,1,1
1,0,1,5,3,0,3,2.0,3,0,5,10,7,1,3,8,2,2,561.2977756701937,4,1
3,5,5,3,5,3,6,2.586919384092011,9,5,7,0,0,2,8,2,10,4,712.1697063404504,0,1
1,10,1,1,4,0,5,3.645969948766675,7,1,6,4,0,2,3,1,5,2,648.4963675163027,1,1
2,2,2,1,2,2,2,1.29159414726369,2,1,8,4,1,2,6,1,3,1,616.3818950253376,4,1
2,3,1,0,2,0,9,1.0,6,0,7,1,1,1,1,0,5,2,618.3706748260186,1,1
1,2,5,2,5,4,9,3.8961127655575294,9,7,4,4,0,2,4,4,9,2,695.8415810200424,0,1
1,10,8,0,8,4,5,1.5285242655421403,6,6,6,10,0,1,9,2,9,2,661.1759260176616,4,1
3,5,3,7,2,3,4,1.0,2,2,7,3,1,2,5,2,2,2,646.3,1,1
3,1,9,3,3,3,3,1.2556701172465372,5,0,7,3,1,2,4,1,3,2,640.4259793994894,4,1
2,3,4,3,2,2,2,1.2589679344945148,5,3,6,0,0,2,3,0,6,4,644.5549368184214,0,1
3,0,3,1,2,0,0,0.9274946580307664,1,3,6,10,10,1,2,0,2,2,536.2127576558345,5,1
3,4,3,0,2,1,4,2.0,6,0,7,0,1,1,3,1,4,2,622.3922614058216,4,1
3,5,3,7,2,3,4,1.0,2,2,7,3,1,2,5,2,2,2,646.3,1,1
1,8,8,2,5,0,2,0.9051916306902528,4,4,6,2,3,2,9,0,6,2,648.7773560696569,4,1
4,9,5,8,2,5,2,0.14727198012428877,7,0,7,0,0,2,5,0,9,4,677.8201832377639,1,1
2,2,5,1,9,1,1,3.872293350371337,2,0,6,0,2,1,4,1,2,3,618.6106958064299,3,1
1,6,5,2,5,2,6,2.869257505790884,2,1,6,5,0,2,3,1,4,2,627.5507656658946,3,1
0,1,1,7,1,0,1,1.7708341635746188,1,1,6,8,0,1,2,0,0,2,577.2249970111313,0,1
2,1,3,10,2,5,2,1.9618120015061393,2,1,5,0,2,1,3,1,5,3,606.2397417964605,3,1
0,0,5,1,3,0,5,1.190784634772016,2,0,6,2,2,1,2,1,3,2,588.5137266489384,2,1
0,0,1,1,3,0,1,0.7075874317807455,1,0,7,2,10,1,1,0,1,2,547.6706794895872,5,1
4,3,6,4,6,4,5,1.4120380153280492,5,5,7,0,2,2,4,3,4,3,675.4178247099632,3,1
3,8,4,5,6,3,8,3.2623412919134127,7,1,8,0,1,2,2,2,1,2,685.4197460670615,1,1
3,10,3,2,1,0,6,2.129617432356611,3,0,6,0,1,1,2,0,10,2,653.3312324600693,1,1
4,1,1,0,2,3,3,1.8078266605207494,4,0,6,0,2,1,1,0,10,2,615.4676099861716,3,1
2,1,3,0,3,0,4,0.09060980799160379,5,0,7,0,7,2,0,0,7,2,611.0006584224185,4,1
4,4,3,2,3,5,5,2.4839953661632697,4,0,7,0,1,2,3,0,6,3,665.6055211156773,1,1
2,1,2,2,9,3,4,3.9951985088727557,5,2,6,2,3,2,1,1,6,2,631.3952331154481,3,1
1,5,2,2,3,1,6,1.8832682041056674,2,9,7,9,1,2,0,1,6,1,631.5731901495003,3,1
4,9,5,3,4,2,8,0.4504474045369795,6,6,8,0,4,1,5,3,9,2,679.6648657786388,2,1
3,5,3,7,2,3,4,1.0,2,2,7,3,1,2,5,2,2,2,646.3,1,1
0,4,2,1,2,3,2,2.1790600113297502,2,0,7,4,2,1,8,1,7,1,616.8186227743433,4,1
4,3,4,5,1,3,3,0.08866345234908968,2,4,7,0,5,2,10,2,5,3,642.9602329152143,3,1
3,9,2,2,3,1,6,2.0,7,1,6,0,3,1,4,3,9,2,655.7606124863753,5,1
3,9,4,3,1,2,8,2.00550860686796,9,5,8,0,0,2,0,5,7,3,697.5098540195535,0,1
3,2,1,1,4,0,3,1.282745689578762,3,0,7,0,2,2,3,1,8,2,633.3716188228356,2,1
1,0,1,2,2,0,0,0.9554050916270385,3,0,3,10,8,1,2,1,0,3,525.3732430549762,4,1
1,0,2,1,1,0,1,0.03628762261350216,1,0,7,10,0,1,6,0,7,3,574.8306354414086,2,1
2,2,3,3,4,1,3,3.140930552096851,3,0,8,0,1,1,4,1,3,2,625.2269949198508,2,1
1,2,4,1,8,0,0,0.8014924908574302,2,1,4,0,5,2,3,0,3,3,598.3220381672651,2,1
4,9,2,4,6,4,5,2.284399585147061,2,0,7,5,0,1,9,0,9,3,663.5710321888134,3,1
4,9,4,4,9,3,7,1.9748346527811118,8,1,9,0,1,2,1,1,5,3,682.0899338611125,4,1
1,1,1,0,9,0,3,1.1850194281206226,2,0,5,10,6,1,3,0,5,2,561.9213937321483,5,1
3,4,2,2,4,1,4,1.0,3,5,7,2,4,1,4,3,1,3,627.3282244332529,2,1
3,8,3,10,5,2,8,2.125414163845373,4,0,7,0,3,2,3,1,9,3,671.2864809852886,2,1
3,7,4,10,5,0,6,0.5362780401910268,6,1,10,0,8,1,3,1,8,1,652.8391165879427,2,1
2,3,3,9,10,4,5,0.15638180440344795,8,0,6,1,9,2,0,0,2,2,620.2251054435228,5,1
1,7,2,2,3,0,0,0.1677782476836127,3,1,7,0,4,2,3,0,3,2,608.2397113145176,4,1
1,4,3,3,1,3,6,3.8136952432742333,5,2,6,5,0,1,1,1,4,2,623.2223074956551,1,1
1,3,3,2,2,0,3,1.696060450009793,5,1,6,0,3,1,3,1,3,2,616.4181639574126,4,1
4,3,4,2,4,1,5,2.0,5,1,6,2,2,2,8,1,10,2,658.7752028610133,2,1
1,0,0,4,2,0,1,0.9400237404876367,2,0,6,10,0,1,3,0,8,3,558.360335012572,5,1
1,2,5,1,4,2,1,1.4564235053996197,1,0,6,0,2,1,2,0,0,2,577.9827498259879,4,1
0,3,3,1,3,0,9,1.8585231645238722,2,0,5,10,2,1,3,0,0,2,562.0122057900144,5,1
4,0,0,0,4,0,0,4.827150778474907,9,2,5,9,0,1,6,1,9,2,615.365430155695,3,1
3,5,4,9,9,1,6,0.2367843093113854,1,1,8,0,1,2,5,2,6,2,656.1921803978952,2,1
1,1,2,5,2,4,2,0.7790677749171562,2,0,5,0,0,1,2,0,1,3,597.9847613799391,3,1
0,2,3,3,3,0,7,1.1364722434331784,2,1,7,0,4,1,6,2,2,2,597.8648263164874,0,1
0,6,5,3,2,0,2,0.46354175806481435,3,0,6,0,1,1,2,0,2,2,596.1263912741148,4,1
2,10,4,3,7,1,2,1.0,3,8,6,5,1,2,1,1,7,4,642.9725195184865,5,1
2,3,1,2,2,3,1,2.39344432782969,4,1,7,0,1,1,4,0,6,4,642.8606555672171,0,1
2,2,3,10,4,1,1,1.879314926444851,4,0,7,0,10,2,9,4,5,2,623.0275889558669,5,1
2,1,5,3,4,1,7,2.0364782641146113,6,1,7,9,3,1,2,1,4,2,625.6950519895585,4,1
2,3,10,8,10,4,6,1.0,3,9,6,0,3,2,5,1,6,2,694.1506894642339,3,1
0,3,1,8,4,2,4,3.527594343524535,7,4,7,6,1,1,2,1,3,2,626.1439292444246,2,1
2,7,3,1,2,0,4,1.2227264480797158,3,1,7,0,0,1,2,0,8,2,637.6308001999985,1,1
1,2,1,2,9,0,0,0.4971319327884592,4,0,5,10,9,1,1,0,4,1,555.6261288760104,5,1
1,1,1,0,2,0,1,0.2748442724488852,1,0,7,10,0,1,2,0,3,3,565.2422807084938,5,1
2,1,4,9,2,4,1,1.5006689033796845,2,1,5,0,1,1,3,1,4,3,607.7403915161443,3,1
1,4,6,8,8,4,9,0.6765262106646968,5,1,6,0,8,2,2,4,1,3,661.3998108837401,3,1
1,1,8,4,7,1,7,2.3826025132536097,4,8,7,0,0,1,3,3,4,2,645.4372673098304,2,1
3,4,4,5,1,1,9,3.405903540919457,9,1,7,6,0,2,7,2,6,2,675.4792830370136,1,1
3,2,10,2,4,2,6,1.0,4,0,6,2,5,2,2,1,6,2,644.6531028000472,3,1
4,1,1,3,3,2,4,9.033626801019217,5,4,8,7,2,1,2,7,3,2,636.6937143227025,4,1
2,2,2,2,3,4,1,0.027620640906401244,3,1,9,0,7,1,2,1,10,2,611.4055241281812,5,1
1,3,3,2,2,0,4,1.069545413527561,2,0,7,0,0,1,4,1,9,2,616.6310706564827,0,1
2,6,8,2,2,0,6,6.594010133222579,3,2,7,4,0,2,1,3,9,2,670.399704532793,1,1
4,3,3,2,7,0,3,1.0,8,1,6,0,1,2,3,1,7,2,650.7177680490175,2,1
2,1,4,7,5,0,2,1.0,2,1,7,3,6,1,6,2,10,3,620.3991328005964,2,1
4,3,2,2,7,0,5,1.0,8,0,7,0,4,2,3,2,1,2,620.4639155773914,3,1
4,4,2,3,2,2,7,2.407520058513815,4,5,8,0,0,1,1,3,10,3,667.4592479941485,0,1
1,1,2,1,2,1,0,1.7725905041386212,3,0,5,2,0,1,1,1,4,2,587.9377626461968,2,1
2,3,1,3,2,2,1,1.4460819393150361,4,2,6,0,0,1,4,0,6,4,644.0791976088103,0,1
2,2,3,1,2,3,3,2.6332749454031577,2,0,8,7,1,2,5,2,3,1,616.3998776940632,3,1
1,2,3,3,10,2,5,1.935770379769841,8,3,6,0,2,1,2,2,8,2,664.5391429340282,4,1
3,2,3,1,1,1,3,2.0434208631984503,3,1,6,1,1,2,1,1,6,3,633.9816756231019,1,1
3,5,6,4,8,2,3,3.0,9,5,6,0,1,2,9,4,9,4,711.7007467048325,0,1
2,2,2,1,10,1,5,3.0,4,1,8,1,2,2,4,4,3,3,641.4416970638871,3,1
2,2,10,7,9,1,8,6.612325087645761,6,2,7,4,1,2,5,3,3,3,690.53578445169,1,1
2,1,3,4,4,1,2,1.3954644260357423,1,0,6,1,2,1,0,1,8,2,593.2402591620364,3,1
4,2,3,2,3,2,2,0.8590403724782307,3,3,6,8,1,1,4,1,5,1,606.8053130429391,1,1
3,0,3,2,1,0,7,1.9272662590147394,6,1,7,1,0,1,6,1,9,2,643.3548205875819,4,1
0,9,8,7,9,1,1,1.0531733040848135,2,1,8,1,3,1,7,0,1,2,639.832933260212,1,1
5,10,1,5,3,1,7,2.0,7,1,8,0,9,1,3,4,10,4,671.3146312305454,2,1
1,6,2,2,1,1,5,1.3516984942474801,4,3,7,0,0,1,7,0,6,2,659.3385668379196,0,1
5,4,2,2,3,1,2,0.0,2,0,7,0,6,2,8,0,8,1,637.1858539619604,3,1
2,1,7,8,8,5,5,5.5381194406705605,4,1,5,5,5,1,3,1,4,3,626.1,4,1
4,10,8,5,5,2,4,1.290587559806355,4,3,7,0,7,2,3,2,10,3,683.7735311004841,2,1
1,2,5,2,6,1,4,4.805595528755576,1,4,6,9,5,1,2,2,2,4,601.5541966465668,1,1
2,9,3,1,10,4,5,3.6641922189354093,6,0,8,6,5,1,2,3,1,2,617.4134205956603,3,1
4,6,8,5,6,5,5,2.6776174834534934,5,10,6,0,0,2,3,1,7,4,696.6835737748198,0,1
2,2,3,4,4,2,3,2.9631767835045775,4,0,8,0,1,1,5,1,3,2,625.5677368762333,2,1
1,3,3,1,2,0,1,2.2094589201023616,5,1,6,0,3,1,3,2,2,2,617.1943856865861,3,1
3,5,3,7,2,3,4,1.0,2,2,7,3,1,2,5,2,2,2,646.3,1,1
1,1,3,2,3,2,3,1.071085353911291,5,0,7,8,2,1,0,1,2,2,604.6714056902608,2,1
1,1,3,1,3,2,3,0.7116356869266713,3,1,7,4,1,1,1,0,0,2,579.1482293260016,3,1
2,0,0,1,3,0,5,0.45515224091548434,5,0,7,10,6,1,2,0,4,1,580.6736628074775,3,1
5,2,2,3,4,2,2,0.8492554935380247,2,3,6,7,0,1,4,1,6,1,607.2,1,1
2,3,3,4,2,1,5,1.0,5,0,7,0,3,1,4,0,5,3,616.3023421759835,5,1
2,5,5,10,10,4,6,1.011570390989522,9,10,5,1,1,2,10,5,7,3,728.1350626694773,0,1
2,5,9,2,5,2,7,2.564289356163654,7,0,6,9,3,2,9,1,5,2,663.1450023540859,4,1
2,2,4,4,4,1,4,2.3192587327894847,7,4,7,2,6,1,2,2,8,2,626.3936664297553,3,1
2,1,4,3,5,3,7,4.74595031943793,5,2,7,5,1,1,1,6,5,3,662.7982660383875,1,1
1,1,5,1,6,0,3,4.233519966033186,2,4,6,10,6,2,2,2,2,3,602.4409306995013,1,1
2,3,6,9,4,5,3,1.2191151994191234,5,0,6,2,1,1,5,0,7,3,650.8481325901743,4,1
4,8,4,2,4,3,5,2.0,5,1,6,1,1,2,4,2,4,2,653.6759270966501,4,1
3,3,3,2,3,1,2,3.0,6,1,6,10,2,1,3,1,6,2,605.2793981125295,4,1
1,1,3,2,5,3,3,0.4420192612173601,3,0,6,0,0,1,2,1,8,2,616.6978173350956,2,1
1,4,1,4,1,0,5,0.0,9,1,6,0,10,1,4,1,1,2,603.5335681808881,5,1
5,4,6,4,5,2,6,3.3561478240788,7,1,7,0,0,2,3,5,1,3,688.0687311847901,1,1
2,1,2,4,2,0,2,1.2365808584780527,2,0,6,0,3,1,8,0,5,2,605.8822788798524,3,1
4,4,4,5,9,4,4,1.7175691013134884,2,1,8,0,0,2,2,0,8,3,657.6397349444659,3,1
1,1,1,1,6,0,0,3.314665016480407,3,1,5,9,4,1,2,0,8,2,579.1166833238208,2,1
2,3,4,4,2,0,2,0.1380960130355986,4,0,6,0,1,1,2,0,5,3,607.2752351504647,4,1
3,3,8,10,10,5,6,2.4920821331432896,4,10,6,1,0,2,7,7,8,4,722.2742137081314,0,1
1,3,3,2,5,0,5,1.6080519245936475,2,0,7,0,0,2,5,0,1,3,610.5110130714629,4,1
2,2,7,3,8,0,2,3.497958212359636,5,3,6,0,4,2,7,1,3,2,649.8413636066067,4,1
3,7,3,10,5,2,8,2.374311892441248,4,0,7,0,3,2,4,1,10,3,671.9184403515985,2,1
3,4,5,1,4,1,5,3.676783525247649,2,3,6,10,1,2,0,1,2,3,628.518929762221,2,1
2,3,5,3,6,2,3,1.0,8,6,7,3,3,1,3,4,2,1,627.7195609273044,3,1
3,0,5,9,3,0,5,3.65736048019699,2,0,6,0,0,1,1,0,3,2,617.7570891801448,4,1
4,9,7,2,2,1,5,2.0,8,1,7,0,0,2,5,4,9,3,690.0036709349371,2,1
3,4,6,2,4,2,4,0.1885079744256749,8,0,5,0,5,1,1,2,1,1,631.3098792664932,4,1
3,4,4,5,1,1,9,3.102777768991764,9,1,7,5,0,1,6,2,5,2,675.370400145229,2,1
3,6,5,8,5,3,7,1.276441690583396,3,5,8,0,1,2,4,5,6,3,681.5153865901332,2,1
1,2,2,3,10,0,5,1.6876508981144864,3,0,5,9,7,1,4,0,5,4,566.2305105992391,5,1
0,0,3,1,3,2,3,1.120031215724712,4,0,6,4,2,1,1,1,1,2,603.5910549201024,2,1
3,7,1,0,2,1,3,0.0,5,2,7,0,2,2,2,1,10,2,643.9112657064326,3,1
1,1,2,10,9,2,4,0.9729954252001312,1,2,7,1,1,1,4,3,1,3,623.7118221079262,4,1
4,8,10,5,5,5,4,1.7983704448206725,5,8,6,0,0,2,3,1,5,3,698.640719277404,0,1
1,0,4,3,2,0,0,0.46108456285882704,1,0,7,0,1,1,0,0,4,2,557.8552312445956,5,1
0,2,2,2,3,0,6,1.0366459188306862,2,1,7,0,4,1,5,2,2,2,596.686814954908,0,1
4,9,5,3,4,2,8,0.3320686268323909,6,6,8,0,4,1,5,3,10,2,679.7667931373168,3,1
2,2,3,1,9,1,4,1.7730537227216474,3,0,7,3,1,1,5,3,4,2,642.613493184772,2,1
